TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
17-01-2025,27.1,87,0.5,2,14.24
18-01-2025,27.1,83,7.9,3,07.04
19-01-2025,28.1,83,0.7,2,10.99
20-01-2025,26,90,49.4,2,9.53
21-01-2025,26.5,88,16,1,25.17
22-01-2025,26.7,85,11.5,2,17.7
23-01-2025,27.9,81,8888,1,44.87
24-01-2025,27.6,83,8888,2,35.89
25-01-2025,26.5,89,1.2,2,25.19
26-01-2025,28,80,3.3,3,17.92
27-01-2025,28.4,82,0,2,15.27
28-01-2025,26,92,8888,1,13.46
29-01-2025,26,89,35.6,2,11.31
30-01-2025,26.3,85,17.8,2,12.18
31-01-2025,27.7,81,38.5,1,21.43
01-02-2025,27.8,83,0,2,20.87
02-02-2025,28.1,85,30.5,2,36.96
03-02-2025,27.9,84,15.6,2,31.97
04-02-2025,27.2,86,0,2,42.55
05-02-2025,27.8,80,31.7,3,11.55
06-02-2025,27.6,82,7.9,2,14.44
07-02-2025,28.4,83,7.8,2,27.99
08-02-2025,26.2,89,34.5,1,23.37
09-02-2025,27.8,80,0.2,2,20.79
10-02-2025,27.8,84,1.9,2,28.56
11-02-2025,28.5,83,4.7,2,27.34
12-02-2025,29.3,77,0,1,48.2
13-02-2025,29.5,77,0,2,34.79
14-02-2025,33.7,59,0,2,20.68
15-02-2025,27.6,83,0,3,17.8
16-02-2025,27.6,83,9,2,26.81
17-02-2025,26.4,89,0.8,1,18.73
18-02-2025,27.8,83,2.8,2,29.19
19-02-2025,27.7,83,2.1,2,36.46
20-02-2025,27.8,80,14.7,2,16.05
21-02-2025,27.8,81,0,2,
22-02-2025,27.8,84,0,1,
23-02-2025,26.7,87,7.5,1,
24-02-2025,28.4,79,0.5,1,
25-02-2025,27.8,83,3.3,2,
26-02-2025,27.6,84,0.3,2,
27-02-2025,26,89,0.5,1,57.5
28-02-2025,27.9,81,29.7,2,32.67
01-03-2025,27.2,82,53,1,27.82
02-03-2025,27.9,85,10,1,45.92
03-03-2025,27.7,85,83.4,2,20.05
04-03-2025,25.4,94,116.5,2,19.51
05-03-2025,28.2,82,20,1,39.99
06-03-2025,29,80,0,1,45.25
07-03-2025,28.3,80,1.5,2,9.47
08-03-2025,27.9,83,0,1,16.38
09-03-2025,27.4,86,70.7,1,28.06
10-03-2025,25.9,90,0,1,44.77
11-03-2025,27.5,82,63.6,1,54.77
12-03-2025,28.7,79,11.4,1,28.13
13-03-2025,28.8,80,0,2,43.42
14-03-2025,29.2,74,0,3,21.9
15-03-2025,27.5,82,0,3,8.88
16-03-2025,28.2,79,0,2,13.1
17-03-2025,27.3,84,0,1,17.48
18-03-2025,27.5,86,74.4,2,11.85
19-03-2025,27.9,79,38.2,2,11.07
20-03-2025,28.2,79,8888,2,20.83
21-03-2025,29.4,75,0,3,27.92
22-03-2025,28.6,80,0,2,39.09
23-03-2025,28.2,86,8888,1,21.99
24-03-2025,28.1,82,2.5,2,20.69
25-03-2025,27.7,84,19.8,2,15.9
26-03-2025,28.5,81,8888,1,46.75
27-03-2025,27.4,84,0,1,
28-03-2025,27.7,83,7.4,2,10.88
29-03-2025,27.4,80,0.9,3,5.28
30-03-2025,29.4,77,0.4,2,08.06
31-03-2025,28.9,76,0,2,8.44
01-04-2025,27.3,82,0,1,13.25
02-04-2025,26.2,90,47.7,1,9.69
03-04-2025,27.9,82,56.4,1,12.36
04-04-2025,28.5,79,0.2,1,24.85
05-04-2025,27.5,86,0,1,29.44
06-04-2025,27.2,86,10.9,1,
07-04-2025,28.3,81,56.3,1,
08-04-2025,29,80,0,2,
09-04-2025,29.4,81,0,1,
10-04-2025,28.2,84,0,1,
11-04-2025,27.7,85,17.8,2,45.25
12-04-2025,26.3,92,6.8,1,44.96
13-04-2025,27,88,11,1,29.44
14-04-2025,28.9,80,0.5,3,9.67
15-04-2025,27.4,85,0,2,27.45
16-04-2025,27.7,85,5.1,2,39.52
17-04-2025,27.2,89,22.5,0,42.06
18-04-2025,28.3,85,8888,2,50.27
19-04-2025,29.5,80,0.5,1,29.57
20-04-2025,28.8,77,0.5,2,19.19
21-04-2025,28.3,79,0,2,24.76
22-04-2025,28.8,77,0,1,36.54
23-04-2025,27.8,81,1,3,20
24-04-2025,29.5,74,0,2,12.63
25-04-2025,29.4,77,0.3,1,39.1
26-04-2025,29.4,80,0,1,32.32
27-04-2025,29.2,81,4.6,1,
28-04-2025,29.9,73,0,1,
29-04-2025,29.7,75,0,2,
30-04-2025,29.5,74,0,1,40.69
01-05-2025,29.1,77,0.7,1,42.72
02-05-2025,29.5,80,0,1,54.36
03-05-2025,27.9,84,2.9,1,41.29
04-05-2025,27.4,86,28,2,37.36
05-05-2025,28,82,13.6,1,63.17
06-05-2025,28.3,82,1,1,38.72
07-05-2025,27.8,83,1.6,1,46.14
08-05-2025,27.8,87,1,1,
09-05-2025,29,79,12,2,
10-05-2025,28.1,87,0,1,
11-05-2025,28.2,84,103,1,
12-05-2025,28.7,79,5,2,
13-05-2025,27.7,83,0,2,
14-05-2025,27.7,86,76,1,30.26
15-05-2025,29,79,8888,1,38.29
16-05-2025,29.5,79,26.4,2,42.72
17-05-2025,28.2,84,0.4,1,
18-05-2025,28.9,78,1.2,1,27.94
19-05-2025,28.9,82,1,1,32.38
20-05-2025,28.6,80,0,1,48.32
21-05-2025,28.1,85,0,1,51.56
22-05-2025,28.3,85,10.4,1,
23-05-2025,26.1,92,12,1,20.88
24-05-2025,28.2,84,15.3,2,15.05
25-05-2025,27.4,88,0.2,0,40.29
26-05-2025,27,89,0.2,1,68.47
27-05-2025,29.1,73,1.8,3,
28-05-2025,29.4,79,0.6,1,
29-05-2025,29.9,79,0,1,
30-05-2025,28.5,84,51.5,1,
31-05-2025,29.7,74,0,1,
01-06-2025,28,80,0,1,
02-06-2025,29.4,76,0,1,
03-06-2025,28.1,87,0.4,2,
04-06-2025,28.8,79,46.4,1,
05-06-2025,29.4,76,8888,2,
06-06-2025,28.5,77,0,1,
07-06-2025,28.1,82,0,2,
08-06-2025,28.1,81,52.6,1,
09-06-2025,28.7,80,0,1,
10-06-2025,28.4,83,0,1,
11-06-2025,28.6,80,16.7,2,
12-06-2025,28.7,78,8888,2,
13-06-2025,29.5,72,0,2,
14-06-2025,28.2,79,0,2,
15-06-2025,28.4,78,3.2,2,
16-06-2025,29.4,79,0,2,
17-06-2025,27.3,83,0,3,
18-06-2025,25.4,93,119.5,1,
19-06-2025,26,85,14.2,1,
20-06-2025,27.7,82,0,1,
21-06-2025,25.9,89,39.5,1,
22-06-2025,28,80,17.5,2,
23-06-2025,28.2,82,9.5,2,
24-06-2025,27.6,83,0.5,1,
25-06-2025,27.5,84,0.1,1,
26-06-2025,28,79,0.5,1,
27-06-2025,28.6,80,0,1,
28-06-2025,27.2,85,0,1,
29-06-2025,25,92,12.7,0,
30-06-2025,27.2,84,1.7,2,
01-07-2025,26.4,87,3,1,19.32
02-07-2025,26.7,87,16.9,2,28.29
03-07-2025,27.8,84,34.9,1,38.52
04-07-2025,28,81,0,1,32.53
05-07-2025,28.5,80,8888,1,53.75
06-07-2025,26.2,87,8,1,25.21
07-07-2025,26.2,88,61,1,26.93
08-07-2025,27.2,83,96.3,1,27
09-07-2025,28.4,83,0.2,1,35.29
10-07-2025,28.1,74,0,1,38.93
